file_path,relative_path,suffix,size_bytes,keyword_score,filename_keyword_hits,content_keyword_hits_sample
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\masked_UST_probe40_evidence_freeze_and_U2_guard_audit_v01\masked_UST_probe40_SurfaceT_secondary_diagnostic_only_v01.csv,rl-training\v01\outputs\masked_UST_probe40_evidence_freeze_and_U2_guard_audit_v01\masked_UST_probe40_SurfaceT_secondary_diagnostic_only_v01.csv,.csv,2229,3,rl;surface;surfacet,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\masked_UST_probe40_evidence_freeze_and_U2_guard_audit_v01\masked_UST_probe40_mask_difficulty_audit_v01.csv,rl-training\v01\outputs\masked_UST_probe40_evidence_freeze_and_U2_guard_audit_v01\masked_UST_probe40_mask_difficulty_audit_v01.csv,.csv,1675,3,rl,surface;surfacet
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\masked_UST_probe40_evidence_freeze_and_U2_guard_audit_v01\masked_UST_probe40_per_mask_relative_U2_summary_v01.csv,rl-training\v01\outputs\masked_UST_probe40_evidence_freeze_and_U2_guard_audit_v01\masked_UST_probe40_per_mask_relative_U2_summary_v01.csv,.csv,1923,3,rl,surface;surfacet
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\masked_UST_probe40_evidence_freeze_and_U2_guard_audit_v01\masked_UST_probe40_strategy_family_rank_summary_v01.csv,rl-training\v01\outputs\masked_UST_probe40_evidence_freeze_and_U2_guard_audit_v01\masked_UST_probe40_strategy_family_rank_summary_v01.csv,.csv,1802,3,rl,surface;surfacet
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\method_c_candidates\method_c_candidate_shortlist_orders.json,rl-training\v01\outputs\method_c_candidates\method_c_candidate_shortlist_orders.json,.json,4628,3,rl,teacher;rl
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\method_c_v02_30case_scoring\method_c_v02_final_claims_table.csv,rl-training\v01\outputs\method_c_v02_30case_scoring\method_c_v02_final_claims_table.csv,.csv,2430,3,rl,teacher;rl
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\method_c_v02_diagnostics\method_c_v02_feature_availability.csv,rl-training\v01\outputs\method_c_v02_diagnostics\method_c_v02_feature_availability.csv,.csv,910,3,rl,teacher;label
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\method_c_v02_diagnostics\method_c_v02_rule_selector_candidate.csv,rl-training\v01\outputs\method_c_v02_diagnostics\method_c_v02_rule_selector_candidate.csv,.csv,2794,3,rl,label;labels
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\method_c_v02_validation_package\method_c_v02_candidate_classification.csv,rl-training\v01\outputs\method_c_v02_validation_package\method_c_v02_candidate_classification.csv,.csv,1896,3,rl,teacher;rl
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\method_c_v02_validation_package\method_c_v02_novelty_audit_by_mask.csv,rl-training\v01\outputs\method_c_v02_validation_package\method_c_v02_novelty_audit_by_mask.csv,.csv,9932,3,rl,teacher;rl
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\method_c_v02_validation_package\method_c_v02_selected_scan_orders_for_future_fea.json,rl-training\v01\outputs\method_c_v02_validation_package\method_c_v02_selected_scan_orders_for_future_fea.json,.json,8175,3,rl,teacher;rl
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\method_c_v02_validation_package\method_c_v02_similarity_to_baselines.csv,rl-training\v01\outputs\method_c_v02_validation_package\method_c_v02_similarity_to_baselines.csv,.csv,46202,3,rl,teacher;rl
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\method_c_v02_validation_package\method_c_v02_validation_scan_orders_manifest.csv,rl-training\v01\outputs\method_c_v02_validation_package\method_c_v02_validation_scan_orders_manifest.csv,.csv,2337,3,rl,teacher;rl
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\milestones\stage2_full48_milestone_v01\milestone_manifest.csv,rl-training\v01\outputs\milestones\stage2_full48_milestone_v01\milestone_manifest.csv,.csv,7946,3,rl,teacher;rl
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\milestones\stage2_full48_milestone_v01\milestone_manifest.json,rl-training\v01\outputs\milestones\stage2_full48_milestone_v01\milestone_manifest.json,.json,11359,3,rl,teacher;rl
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\milestones\stage2_full48_milestone_v01\reports\full48_result_interpretation.md,rl-training\v01\outputs\milestones\stage2_full48_milestone_v01\reports\full48_result_interpretation.md,.md,1276,3,rl,teacher;metrics
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\milestones\stage2_full48_milestone_v01\tables\full48_group_summary.csv,rl-training\v01\outputs\milestones\stage2_full48_milestone_v01\tables\full48_group_summary.csv,.csv,430,3,rl,teacher;label
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\model_inventory_and_two_single_objective_S_redesign_v01\run72_train_surface_and_gradient_surrogates_script_spec_v01.md,rl-training\v01\outputs\model_inventory_and_two_single_objective_S_redesign_v01\run72_train_surface_and_gradient_surrogates_script_spec_v01.md,.md,978,3,rl;surface;gradient,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\model_inventory_and_two_single_objective_S_redesign_v01\surface_gradient_backfill_priority_list_v01.csv,rl-training\v01\outputs\model_inventory_and_two_single_objective_S_redesign_v01\surface_gradient_backfill_priority_list_v01.csv,.csv,10610,3,rl;surface;gradient,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\next8_U_PEEQ_balanced_fea_handoff_v01\abqjobpilot_enqueue_next8_U_PEEQ_balanced_commands.txt,rl-training\v01\outputs\next8_U_PEEQ_balanced_fea_handoff_v01\abqjobpilot_enqueue_next8_U_PEEQ_balanced_commands.txt,.txt,1752,3,rl,32track;rl
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\next8_U_PEEQ_balanced_fea_handoff_v01\abqjobpilot_enqueue_next8_U_PEEQ_balanced_commands_preview.md,rl-training\v01\outputs\next8_U_PEEQ_balanced_fea_handoff_v01\abqjobpilot_enqueue_next8_U_PEEQ_balanced_commands_preview.md,.md,1806,3,rl,32track;rl
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\next_U_PEEQ_balanced_candidate_selection_v01\reserve_candidates_run41.csv,rl-training\v01\outputs\next_U_PEEQ_balanced_candidate_selection_v01\reserve_candidates_run41.csv,.csv,9519,3,rl,teacher;rl
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\next_U_PEEQ_balanced_candidate_selection_v01\run41_ood_duplicate_audit.csv,rl-training\v01\outputs\next_U_PEEQ_balanced_candidate_selection_v01\run41_ood_duplicate_audit.csv,.csv,1895931,3,rl,rl;rl20
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\odd_even_dominance_analysis\odd_even_component_advantage_by_mask.csv,rl-training\v01\outputs\odd_even_dominance_analysis\odd_even_component_advantage_by_mask.csv,.csv,28435,3,rl,teacher;metrics
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\paper_full48_results\full48_result_interpretation.md,rl-training\v01\outputs\paper_full48_results\full48_result_interpretation.md,.md,1276,3,rl,teacher;metrics
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\policy_training_stability_or_reward_tuning_v01\run29_failure_diagnosis.md,rl-training\v01\outputs\policy_training_stability_or_reward_tuning_v01\run29_failure_diagnosis.md,.md,795,3,rl,teacher;rl
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\pure_U2_reward_redesign_evidence_freeze_v01\paper_table_pure_U2_key_results_v01.csv,rl-training\v01\outputs\pure_U2_reward_redesign_evidence_freeze_v01\paper_table_pure_U2_key_results_v01.csv,.csv,448,3,rl,teacher;label
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\pure_U2_surrogate_RLU2_conservative20_FEA_handoff_v01\run61_next_postprocess_script_spec_v01.md,rl-training\v01\outputs\pure_U2_surrogate_RLU2_conservative20_FEA_handoff_v01\run61_next_postprocess_script_spec_v01.md,.md,400,3,rl;rlu2;postprocess,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\pure_U2_warpage_relabel_and_retry_decision_v01\RL_component_v2_110_pure_U2_warpage_teacher_table_v01.csv,rl-training\v01\outputs\pure_U2_warpage_relabel_and_retry_decision_v01\RL_component_v2_110_pure_U2_warpage_teacher_table_v01.csv,.csv,62311,3,teacher;label;rl,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\random20_and_64prototype_ingestion\64track_5strategy_loaded_summary.csv,rl-training\v01\outputs\random20_and_64prototype_ingestion\64track_5strategy_loaded_summary.csv,.csv,14025,3,rl,rl;odb
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\random20_and_64prototype_ingestion\random20_baseline_pool_recommendation.csv,rl-training\v01\outputs\random20_and_64prototype_ingestion\random20_baseline_pool_recommendation.csv,.csv,388,3,rl,32track;32-track
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\reports\GNN_RL_vs_stage1_full32_baseline_audit_v01_report.md,rl-training\v01\outputs\reports\GNN_RL_vs_stage1_full32_baseline_audit_v01_report.md,.md,2012,3,full32;gnn;rl,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\reports\RL_component_v2_conservative30_ODB_teacher_validation_v01_report.md,rl-training\v01\outputs\reports\RL_component_v2_conservative30_ODB_teacher_validation_v01_report.md,.md,20016,3,teacher;rl;odb,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\reports\RL_component_v2_overnight_teacher_volume80_ODB_teacher_validation_v01_report.md,rl-training\v01\outputs\reports\RL_component_v2_overnight_teacher_volume80_ODB_teacher_validation_v01_report.md,.md,40258,3,teacher;rl;odb,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\reports\S_primary_residual_stress_diagnostic40_ODB_teacher_validation_v01_report.md,rl-training\v01\outputs\reports\S_primary_residual_stress_diagnostic40_ODB_teacher_validation_v01_report.md,.md,15871,3,teacher;rl;odb,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\reports\SurfaceT_primary_constrained40_candidates_v01_report.md,rl-training\v01\outputs\reports\SurfaceT_primary_constrained40_candidates_v01_report.md,.md,8398,3,rl;surface;surfacet,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\reports\U2_SurfaceT_tradeoff_law_analysis_v01_report.md,rl-training\v01\outputs\reports\U2_SurfaceT_tradeoff_law_analysis_v01_report.md,.md,2271,3,rl;surface;surfacet,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\reports\U2safe_SurfaceT_feasible_probe10_downselect_v01_report.md,rl-training\v01\outputs\reports\U2safe_SurfaceT_feasible_probe10_downselect_v01_report.md,.md,5230,3,rl;surface;surfacet,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\reports\UST_probe10_ODB_teacher_validation_v01_report.md,rl-training\v01\outputs\reports\UST_probe10_ODB_teacher_validation_v01_report.md,.md,5435,3,teacher;rl;odb,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\reports\baseline_eval_report.md,rl-training\v01\outputs\reports\baseline_eval_report.md,.md,1140,3,rl,teacher;rl
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\reports\gnn_U_conservative4_odb_validation_v01_report.md,rl-training\v01\outputs\reports\gnn_U_conservative4_odb_validation_v01_report.md,.md,8253,3,gnn;rl;odb,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\reports\gnn_U_teacher_ingestion_error_analysis_v01_report.md,rl-training\v01\outputs\reports\gnn_U_teacher_ingestion_error_analysis_v01_report.md,.md,5092,3,teacher;gnn;rl,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\reports\gnn_graph_dataset_v01_report.md,rl-training\v01\outputs\reports\gnn_graph_dataset_v01_report.md,.md,9014,3,gnn;graph;rl,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\reports\masked_U2first_SurfaceTsecondary_probe40_FEA_handoff_v01_report.md,rl-training\v01\outputs\reports\masked_U2first_SurfaceTsecondary_probe40_FEA_handoff_v01_report.md,.md,6695,3,rl;surface;surfacet,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\reports\masked_UST_probe40_ODB_teacher_validation_v01_report.md,rl-training\v01\outputs\reports\masked_UST_probe40_ODB_teacher_validation_v01_report.md,.md,5894,3,teacher;rl;odb,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\reports\masked_v01_method_c_analysis_report.md,rl-training\v01\outputs\reports\masked_v01_method_c_analysis_report.md,.md,2020,3,rl,rl;odb
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\reports\rl20_teacher_ingestion_and_surrogate_failure_analysis_v01_report.md,rl-training\v01\outputs\reports\rl20_teacher_ingestion_and_surrogate_failure_analysis_v01_report.md,.md,17334,3,teacher;rl;rl20,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\reports\rl_env_sanity_report.md,rl-training\v01\outputs\reports\rl_env_sanity_report.md,.md,802,3,rl,rl;odb
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\reports\surface_gradient_single_objective_surrogate_training_v01_report.md,rl-training\v01\outputs\reports\surface_gradient_single_objective_surrogate_training_v01_report.md,.md,6489,3,rl;surface;gradient,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\rl20_teacher_ingestion_and_surrogate_failure_analysis_v01\input_validation_summary.csv,rl-training\v01\outputs\rl20_teacher_ingestion_and_surrogate_failure_analysis_v01\input_validation_summary.csv,.csv,1783,3,teacher;rl;rl20,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\rl20_teacher_ingestion_and_surrogate_failure_analysis_v01\next_step_decision_table_after_rl20.csv,rl-training\v01\outputs\rl20_teacher_ingestion_and_surrogate_failure_analysis_v01\next_step_decision_table_after_rl20.csv,.csv,1920,3,teacher;rl;rl20,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\rl20_teacher_ingestion_and_surrogate_failure_analysis_v01\rl20_best_candidate_diagnosis.md,rl-training\v01\outputs\rl20_teacher_ingestion_and_surrogate_failure_analysis_v01\rl20_best_candidate_diagnosis.md,.md,1622,3,teacher;rl;rl20,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\rl20_teacher_ingestion_and_surrogate_failure_analysis_v01\rl20_feature_failure_interpretation.md,rl-training\v01\outputs\rl20_teacher_ingestion_and_surrogate_failure_analysis_v01\rl20_feature_failure_interpretation.md,.md,1432,3,teacher;rl;rl20,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\rl20_teacher_ingestion_and_surrogate_failure_analysis_v01\rl20_feature_surrogate_teacher_disagreement.csv,rl-training\v01\outputs\rl20_teacher_ingestion_and_surrogate_failure_analysis_v01\rl20_feature_surrogate_teacher_disagreement.csv,.csv,1395,3,teacher;rl;rl20,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\rl20_teacher_ingestion_and_surrogate_failure_analysis_v01\rl20_feature_teacher_correlation.csv,rl-training\v01\outputs\rl20_teacher_ingestion_and_surrogate_failure_analysis_v01\rl20_feature_teacher_correlation.csv,.csv,1553,3,teacher;rl;rl20,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\rl20_teacher_ingestion_and_surrogate_failure_analysis_v01\rl20_group_performance_interpretation.md,rl-training\v01\outputs\rl20_teacher_ingestion_and_surrogate_failure_analysis_v01\rl20_group_performance_interpretation.md,.md,3335,3,teacher;rl;rl20,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\rl20_teacher_ingestion_and_surrogate_failure_analysis_v01\rl20_group_performance_summary.csv,rl-training\v01\outputs\rl20_teacher_ingestion_and_surrogate_failure_analysis_v01\rl20_group_performance_summary.csv,.csv,4547,3,teacher;rl;rl20,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\rl20_teacher_ingestion_and_surrogate_failure_analysis_v01\rl20_surrogate_teacher_merged.csv,rl-training\v01\outputs\rl20_teacher_ingestion_and_surrogate_failure_analysis_v01\rl20_surrogate_teacher_merged.csv,.csv,63650,3,teacher;rl;rl20,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\rl20_teacher_ingestion_and_surrogate_failure_analysis_v01\rl20_surrogate_teacher_rank_agreement.csv,rl-training\v01\outputs\rl20_teacher_ingestion_and_surrogate_failure_analysis_v01\rl20_surrogate_teacher_rank_agreement.csv,.csv,695,3,teacher;rl;rl20,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\rl20_teacher_ingestion_and_surrogate_failure_analysis_v01\rl20_surrogate_teacher_rank_error_table.csv,rl-training\v01\outputs\rl20_teacher_ingestion_and_surrogate_failure_analysis_v01\rl20_surrogate_teacher_rank_error_table.csv,.csv,3499,3,teacher;rl;rl20,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\rl20_teacher_ingestion_and_surrogate_failure_analysis_v01\rl20_vs_existing_baselines_synthesis.md,rl-training\v01\outputs\rl20_teacher_ingestion_and_surrogate_failure_analysis_v01\rl20_vs_existing_baselines_synthesis.md,.md,775,3,teacher;rl;rl20,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\rl20_teacher_ingestion_and_surrogate_failure_analysis_v01\rl20_vs_lhyb15_failure_comparison.md,rl-training\v01\outputs\rl20_teacher_ingestion_and_surrogate_failure_analysis_v01\rl20_vs_lhyb15_failure_comparison.md,.md,2177,3,teacher;rl;rl20,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\rl20_teacher_ingestion_and_surrogate_failure_analysis_v01\surrogate_revision_recommendation_after_rl20.md,rl-training\v01\outputs\rl20_teacher_ingestion_and_surrogate_failure_analysis_v01\surrogate_revision_recommendation_after_rl20.md,.md,1426,3,teacher;rl;rl20,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\rl20_teacher_results_v01\rl20_full48_reference_ranking.csv,rl-training\v01\outputs\rl20_teacher_results_v01\rl20_full48_reference_ranking.csv,.csv,31806,3,teacher;rl;rl20,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\rl20_teacher_results_v01\rl20_internal_ranking.csv,rl-training\v01\outputs\rl20_teacher_results_v01\rl20_internal_ranking.csv,.csv,31798,3,teacher;rl;rl20,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\rl20_teacher_results_v01\rl20_vs_existing_comparison_report.md,rl-training\v01\outputs\rl20_teacher_results_v01\rl20_vs_existing_comparison_report.md,.md,987,3,teacher;rl;rl20,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\rl20_teacher_results_v01\rl20_vs_existing_group_summary.csv,rl-training\v01\outputs\rl20_teacher_results_v01\rl20_vs_existing_group_summary.csv,.csv,662,3,teacher;rl;rl20,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\rollout_diagnostics_candidates_v01\candidate_shortlist_for_possible_fea.csv,rl-training\v01\outputs\rollout_diagnostics_candidates_v01\candidate_shortlist_for_possible_fea.csv,.csv,7908,3,rl,teacher;rl
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\rollout_diagnostics_candidates_v01\candidate_shortlist_for_possible_fea.json,rl-training\v01\outputs\rollout_diagnostics_candidates_v01\candidate_shortlist_for_possible_fea.json,.json,18564,3,rl,teacher;rl
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\rollout_diagnostics_candidates_v01\offline_candidate_path_features.csv,rl-training\v01\outputs\rollout_diagnostics_candidates_v01\offline_candidate_path_features.csv,.csv,13810,3,rl,teacher;rl
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\rollout_diagnostics_candidates_v01\offline_candidate_proxy_ranking.csv,rl-training\v01\outputs\rollout_diagnostics_candidates_v01\offline_candidate_proxy_ranking.csv,.csv,13916,3,rl,teacher;rl
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\rollout_diagnostics_candidates_v01\rollout_failure_summary.csv,rl-training\v01\outputs\rollout_diagnostics_candidates_v01\rollout_failure_summary.csv,.csv,527,3,rl,teacher;rl
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\run36_optional8_component_reward_rescore_v01\legacy_score_audit_v01.md,rl-training\v01\outputs\run36_optional8_component_reward_rescore_v01\legacy_score_audit_v01.md,.md,1289,3,rl,rl;rl20
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\run36_optional8_component_reward_rescore_v01\run36_optional8_component_reward_scores_v01.csv,rl-training\v01\outputs\run36_optional8_component_reward_rescore_v01\run36_optional8_component_reward_scores_v01.csv,.csv,32965,3,rl,teacher;rl
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\run36_optional8_component_reward_rescore_v01\run36_optional8_new_reward_view_ranking_summary.csv,rl-training\v01\outputs\run36_optional8_component_reward_rescore_v01\run36_optional8_new_reward_view_ranking_summary.csv,.csv,2841,3,rl,teacher;rl
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\run36_optional8_fea_handoff_v01\abqjobpilot_enqueue_run36_optional8_commands.txt,rl-training\v01\outputs\run36_optional8_fea_handoff_v01\abqjobpilot_enqueue_run36_optional8_commands.txt,.txt,1840,3,rl,32track;rl
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\run36_optional8_fea_handoff_v01\abqjobpilot_enqueue_run36_optional8_commands_preview.md,rl-training\v01\outputs\run36_optional8_fea_handoff_v01\abqjobpilot_enqueue_run36_optional8_commands_preview.md,.md,2052,3,rl,32track;rl
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\run36_optional8_teacher_postprocess_v01\run36_optional8_postprocess_report.md,rl-training\v01\outputs\run36_optional8_teacher_postprocess_v01\run36_optional8_postprocess_report.md,.md,3252,3,teacher;rl;postprocess,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\run36_optional8_teacher_postprocess_v01\run36_optional8_postprocess_validation.csv,rl-training\v01\outputs\run36_optional8_teacher_postprocess_v01\run36_optional8_postprocess_validation.csv,.csv,11190,3,teacher;rl;postprocess,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\run36_optional8_teacher_postprocess_v01\run36_optional8_teacher_ranking.csv,rl-training\v01\outputs\run36_optional8_teacher_postprocess_v01\run36_optional8_teacher_ranking.csv,.csv,16857,3,teacher;rl;postprocess,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\run36_optional8_teacher_postprocess_v01\run36_optional8_teacher_scores_compatible.csv,rl-training\v01\outputs\run36_optional8_teacher_postprocess_v01\run36_optional8_teacher_scores_compatible.csv,.csv,16857,3,teacher;rl;postprocess,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\run36_optional8_teacher_postprocess_v01\run36_optional8_vs_reference_comparison.csv,rl-training\v01\outputs\run36_optional8_teacher_postprocess_v01\run36_optional8_vs_reference_comparison.csv,.csv,720,3,teacher;rl;postprocess,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\sanity\teacher_label_loader_sanity_report.md,rl-training\v01\outputs\sanity\teacher_label_loader_sanity_report.md,.md,1126,3,teacher;label;rl,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_gradient_single_objective_surrogate_training_v01\best_surface_and_gradient_reference_candidates_v01.md,rl-training\v01\outputs\surface_gradient_single_objective_surrogate_training_v01\best_surface_and_gradient_reference_candidates_v01.md,.md,1362,3,rl;surface;gradient,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_gradient_single_objective_surrogate_training_v01\gradient_surrogate_model_comparison_v01.csv,rl-training\v01\outputs\surface_gradient_single_objective_surrogate_training_v01\gradient_surrogate_model_comparison_v01.csv,.csv,33008,3,rl;surface;gradient,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_gradient_single_objective_surrogate_training_v01\gradient_surrogate_predictions_validation_v01.csv,rl-training\v01\outputs\surface_gradient_single_objective_surrogate_training_v01\gradient_surrogate_predictions_validation_v01.csv,.csv,96090,3,rl;surface;gradient,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_gradient_single_objective_surrogate_training_v01\gradient_surrogate_selected_model_summary_v01.json,rl-training\v01\outputs\surface_gradient_single_objective_surrogate_training_v01\gradient_surrogate_selected_model_summary_v01.json,.json,1051,3,rl;surface;gradient,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_gradient_single_objective_surrogate_training_v01\gradient_surrogate_training_rows_v01.csv,rl-training\v01\outputs\surface_gradient_single_objective_surrogate_training_v01\gradient_surrogate_training_rows_v01.csv,.csv,684618,3,rl;surface;gradient,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_gradient_single_objective_surrogate_training_v01\run73_constrained_candidate_generation_recommendation_v01.md,rl-training\v01\outputs\surface_gradient_single_objective_surrogate_training_v01\run73_constrained_candidate_generation_recommendation_v01.md,.md,1273,3,rl;surface;gradient,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_gradient_single_objective_surrogate_training_v01\surface_gradient_feature_schema_v01.json,rl-training\v01\outputs\surface_gradient_single_objective_surrogate_training_v01\surface_gradient_feature_schema_v01.json,.json,4355,3,rl;surface;gradient,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_gradient_single_objective_surrogate_training_v01\surface_gradient_feature_table_v01.csv,rl-training\v01\outputs\surface_gradient_single_objective_surrogate_training_v01\surface_gradient_feature_table_v01.csv,.csv,684618,3,rl;surface;gradient,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_gradient_single_objective_surrogate_training_v01\surface_gradient_pareto_candidates_v01.csv,rl-training\v01\outputs\surface_gradient_single_objective_surrogate_training_v01\surface_gradient_pareto_candidates_v01.csv,.csv,19261,3,rl;surface;gradient,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_gradient_single_objective_surrogate_training_v01\surface_gradient_safety_correlation_audit_v01.csv,rl-training\v01\outputs\surface_gradient_single_objective_surrogate_training_v01\surface_gradient_safety_correlation_audit_v01.csv,.csv,1645,3,rl;surface;gradient,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_gradient_single_objective_surrogate_training_v01\surface_gradient_single_objective_surrogate_training_v01_report.md,rl-training\v01\outputs\surface_gradient_single_objective_surrogate_training_v01\surface_gradient_single_objective_surrogate_training_v01_report.md,.md,6489,3,rl;surface;gradient,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_gradient_single_objective_surrogate_training_v01\surface_gradient_training_input_audit_v01.csv,rl-training\v01\outputs\surface_gradient_single_objective_surrogate_training_v01\surface_gradient_training_input_audit_v01.csv,.csv,1708,3,rl;surface;gradient,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_gradient_single_objective_surrogate_training_v01\surface_surrogate_model_comparison_v01.csv,rl-training\v01\outputs\surface_gradient_single_objective_surrogate_training_v01\surface_surrogate_model_comparison_v01.csv,.csv,33927,3,rl;surface;gradient,
D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_gradient_single_objective_surrogate_training_v01\surface_surrogate_predictions_validation_v01.csv,rl-training\v01\outputs\surface_gradient_single_objective_surrogate_training_v01\surface_surrogate_predictions_validation_v01.csv,.csv,97359,3,rl;surface;gradient,
