record_type,source_file,column_name,row_count,native_non_null_count,n32_non_null_count,native_min,native_median,native_max,n32_min,n32_median,n32_max,inferred_unit_or_semantic_scale,compatibility_class,surface_semantic,mises_semantic,includes_n32_or_full32,relevant_columns,usable_for_native_scale_conversion,recommendation_reason
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,target_reward_combined432_plus_N32_strict_u2_surfaceT,884,0,332,,,,0.0027190332326284001,0.54290030211480356,0.98096676737160116,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,surfaceT_rank_combined480_plus_N32_within_n,884,0,332,,,,1,166.5,332,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,target_surfaceT_score_combined480_plus_N32_rank,884,0,332,,,,0,0.5,1,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,surfaceT_cost_minmax_combined480_plus_N32_within_n,884,0,332,,,,0,0.11261298570394371,1,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,mises_rank_combined480_plus_N32_within_n,884,0,332,,,,1,166.5,312.5,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,target_mises_score_combined480_plus_N32_rank,884,0,332,,,,0.058912386706948601,0.5,1,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,mises_cost_minmax_combined480_plus_N32_within_n,884,0,332,,,,0,0.01104601308320825,1,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,target_reward_combined480_plus_N32_penalty_repair,884,0,332,,,,0.020845921450151,0.53345921450151057,0.85498489425981883,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,penalty_repair_reward_rank_combined480_plus_N32_within_n,884,0,332,,,,1,166.5,332,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,target_reward_combined480_plus_N32_strict_u2_surfaceT,884,0,332,,,,0.0027190332326284001,0.54290030211480356,0.98096676737160116,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,surfaceT_rank_combined520_plus_N32_within_n,884,0,332,,,,1,166.5,332,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,target_surfaceT_score_combined520_plus_N32_rank,884,0,332,,,,0,0.5,1,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,surfaceT_cost_minmax_combined520_plus_N32_within_n,884,0,332,,,,0,0.11261298570394371,1,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,mises_rank_combined520_plus_N32_within_n,884,0,332,,,,1,166.5,312.5,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,target_mises_score_combined520_plus_N32_rank,884,0,332,,,,0.058912386706948601,0.5,1,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,mises_cost_minmax_combined520_plus_N32_within_n,884,0,332,,,,0,0.01104601308320825,1,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,target_reward_combined520_plus_N32_penalty_repair,884,0,332,,,,0.020845921450151,0.53345921450151057,0.85498489425981883,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,penalty_repair_reward_rank_combined520_plus_N32_within_n,884,0,332,,,,1,166.5,332,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,target_reward_combined520_plus_N32_strict_u2_surfaceT,884,0,332,,,,0.0027190332326284001,0.54290030211480356,0.98096676737160116,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,surfaceT_rank_combined552_plus_N32_within_n,884,552,332,1,69.5,206,1,166.5,332,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,target_surfaceT_score_combined552_plus_N32_rank,884,552,332,0,0.5,1,0,0.5,1,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,surfaceT_cost_minmax_combined552_plus_N32_within_n,884,552,332,0,0.12324252769304914,1,0,0.11261298570394376,1,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,mises_rank_combined552_plus_N32_within_n,884,552,332,1,71.5,206,1,166.5,312.5,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,target_mises_score_combined552_plus_N32_rank,884,552,332,0,0.50264550264550267,1,0.05891238670694865,0.5,1,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,mises_cost_minmax_combined552_plus_N32_within_n,884,552,332,0,0.61235955056179781,1,0,0.011046013083208295,1,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,target_reward_combined552_plus_N32_penalty_repair,884,552,332,0.071951219512195158,0.51249999999999996,0.87609756097560976,0.020845921450151066,0.53345921450151057,0.85498489425981883,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,penalty_repair_reward_rank_combined552_plus_N32_within_n,884,552,332,1,69.5,206,1,166.5,332,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
plus_n32_schema_column,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,target_reward_combined552_plus_N32_strict_u2_surfaceT,884,552,332,0.0029268292682926855,0.50026455026455019,0.98831168831168825,0.0027190332326284092,0.54290030211480356,0.98096676737160116,source_numeric_scale,derived_rank_score_or_metadata,,,YES_FROZEN_PLUS_N32,,NO_OR_NOT_APPLICABLE,not a physical stress magnitude
stage2_source_candidate,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\FROZEN_stage3_combined552_plus_N32_teacher_dataset.csv,,884,,,,,,,,,see_surface_and_mises_semantics,candidate_source_file,explicit_pa_or_mpa_column_present,mises_max_column_present_but_definition_must_be_checked,YES_PATH,order_compact;surface_t_proxy;surface_t_proxy_mpa;mises_max;patched_after_cool_initialInc_failure;surfaceT_rank_combined172_within_n;target_surfaceT_score_combined172_rank;surfaceT_cost_minmax_combined172_within_n;mises_rank_combined172_within_n;target_mises_score_combined172_rank;mises_cost_minmax_combined172_within_n;combined172_pareto_flag_u2_peeq;combined172_pareto_flag_u2_peeq_surfaceT_mises;is_new_best_surfaceT_within_n;is_new_best_mises_within_n;rank_SurfaceT_run27_within_n;score_SurfaceT_run27_within_n;cost_surfaceT_run27_within_n;rank_MISES_run27_within_n;score_MISES_run27_within_n;cost_mises_run27_within_n;legacy_compatibility_status;rank_SurfaceT_run36_within_n;score_SurfaceT_run36_within_n;cost_surfaceT_run36_within_n;rank_Mises_run36_within_n;score_Mises_run36_within_n;cost_mises_run36_within_n;surfaceT_rank_combined204_within_n;target_surfaceT_score_combined204_rank;surfaceT_cost_minmax_combined204_within_n;mises_rank_combined204_within_n;target_mises_score_combined204_rank;mises_cost_minmax_combined204_within_n;combined204_pareto_flag_u2_peeq;combined204_pareto_flag_u2_peeq_surfaceT_mises;odb_path;mises_mean;max_principal_stress_max;max_principal_stress_mean;surface_t_proxy_max_tensile_pa;surface_t_proxy_max_tensile_mpa;rank_within_N_surface_t_proxy;rank_within_N_mises_max;norm_cost_within_N_surface_t_proxy;norm_cost_within_N_mises_max;surfaceT_rank_combined264_within_n;target_surfaceT_score_combined264_rank;surfaceT_cost_minmax_combined264_within_n;mises_rank_combined264_within_n;target_mises_score_combined264_rank;mises_cost_minmax_combined264_within_n;predicted_surfaceT_guarded_score;surfaceT_rank_combined296_within_n;target_surfaceT_score_combined296_rank;surfaceT_cost_minmax_combined296_within_n;mises_rank_combined296_within_n;target_mises_score_combined296_rank;mises_cost_minmax_combined296_within_n;predicted_mises_guarded_score;surfaceT_rank_combined328_within_n;target_surfaceT_score_combined328_rank;surfaceT_cost_minmax_combined328_within_n;mises_rank_combined328_within_n;target_mises_score_combined328_rank;mises_cost_minmax_combined328_within_n;target_reward_combined328_penalty_repair;penalty_repair_prediction;two_stage_repair_prediction;surfaceT_rank_combined392_within_n;target_surfaceT_score_combined392_rank;surfaceT_cost_minmax_combined392_within_n;mises_rank_combined392_within_n;target_mises_score_combined392_rank;mises_cost_minmax_combined392_within_n;target_reward_combined392_penalty_repair;penalty_repair_rank_combined392_within_n;N40_penalty_repair_prediction;N40_two_stage_penalty_repair_prediction;calibrated_penalty_repair;surfaceT_rank_combined432_within_n;target_surfaceT_score_combined432_rank;surfaceT_cost_minmax_combined432_within_n;mises_rank_combined432_within_n;target_mises_score_combined432_rank;mises_cost_minmax_combined432_within_n;target_reward_combined432_penalty_repair;penalty_repair_reward_rank_combined432_within_n;surfaceT_rank_combined480_within_n;target_surfaceT_score_combined480_rank;surfaceT_cost_minmax_combined480_within_n;mises_rank_combined480_within_n;target_mises_score_combined480_rank;mises_cost_minmax_combined480_within_n;target_reward_combined480_penalty_repair;penalty_repair_reward_rank_combined480_within_n;surfaceT_rank_combined520_within_n;target_surfaceT_score_combined520_rank;surfaceT_cost_minmax_combined520_within_n;mises_rank_combined520_within_n;target_mises_score_combined520_rank;mises_cost_minmax_combined520_within_n;target_reward_combined520_penalty_repair;penalty_repair_reward_rank_combined520_within_n;surfaceT_rank_combined552_within_n;target_surfaceT_score_combined552_rank;surfaceT_cost_minmax_combined552_within_n;mises_rank_combined552_within_n;target_mises_score_combined552_rank;mises_cost_minmax_combined552_within_n;target_reward_combined552_penalty_repair;penalty_repair_reward_rank_combined552_within_n;mises_metric_source;mises_metric_semantics;compatibility_status;mises_source_missing;mises_rank_fill_policy;mises_rank_fill_value;surfaceT_rank_within_n32;target_surfaceT_score_n32_rank,UNCERTAIN,"stress-related file found, but no explicit proof of both unit and extraction-definition equivalence to native Stage 3 SurfaceT/Mises"
stage2_source_candidate,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\stage3_final_N32_legacy_semantic_separation_memo.md,,NA,,,,,,,,,text_metadata,candidate_source_file,not_detected,mises_max_column_present_but_definition_must_be_checked,YES_TEXT,TEXT_FILE,NO,text source indicates legacy/proxy caveat or lacks explicit unit+definition equivalence
stage2_source_candidate,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_78_final_evidence_freeze_package\stage3_final_N32_legacy_semantic_separation_memo.json,,NA,,,,,,,,,text_metadata,candidate_source_file,not_detected,mises_max_column_present_but_definition_must_be_checked,YES_TEXT,TEXT_FILE,NO,text source indicates legacy/proxy caveat or lacks explicit unit+definition equivalence
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,,387,,,,,,,,,see_surface_and_mises_semantics,candidate_source_file,legacy_surface_tensile_primary_or_teacher_SurfaceT_proxy,mises_P95_top_band_proxy,YES_CONTENT,odb_path;surface_tensile_strength;surface_tensile_area;surface_tensile_primary;gradient_primary;gradient_S11;gradient_S22;gradient_p1;mises_P95_top_band;internal_tensile_core;has_surface_tensile_label;has_gradient_label;has_Mises_label;recommended_for_surface_surrogate;recommended_for_gradient_surrogate,NO,"contains legacy/proxy/diagnostic stress definitions such as surface_tensile_primary, teacher_SurfaceT, mises_P95_top_band, or Mises_P99 diagnostic; not native max-stress compatible"
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\combined_backfill_results_v03.csv,,347,,,,,,,,,see_surface_and_mises_semantics,candidate_source_file,legacy_surface_tensile_primary_or_teacher_SurfaceT_proxy,mises_P95_top_band_proxy,YES_CONTENT,odb_path;surface_tensile_strength;surface_tensile_area;surface_tensile_primary;gradient_primary;gradient_S11;gradient_S22;gradient_p1;mises_P95_top_band;mises_top5_scan_region;internal_tensile_core;has_surface_tensile_label;has_gradient_label;has_Mises_label;recommended_for_surface_surrogate;recommended_for_gradient_surrogate,NO,"contains legacy/proxy/diagnostic stress definitions such as surface_tensile_primary, teacher_SurfaceT, mises_P95_top_band, or Mises_P99 diagnostic; not native max-stress compatible"
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\partial_backfill_results_batch_005_v03.csv,,25,,,,,,,,,see_surface_and_mises_semantics,candidate_source_file,legacy_surface_tensile_primary_or_teacher_SurfaceT_proxy,mises_P95_top_band_proxy,YES_CONTENT,odb_path;surface_tensile_strength;surface_tensile_area;surface_tensile_primary;gradient_primary;gradient_S11;gradient_S22;gradient_p1;mises_P95_top_band;mises_top5_scan_region;internal_tensile_core;has_surface_tensile_label;has_gradient_label;has_Mises_label;recommended_for_surface_surrogate;recommended_for_gradient_surrogate,NO,"contains legacy/proxy/diagnostic stress definitions such as surface_tensile_primary, teacher_SurfaceT, mises_P95_top_band, or Mises_P99 diagnostic; not native max-stress compatible"
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\GNN_RL_vs_stage1_full32_baseline_audit_v01\GNN_RL_teacher_metric_table_v01.csv,,234,,,,,,,,,see_surface_and_mises_semantics,candidate_source_file,legacy_surface_tensile_primary_or_teacher_SurfaceT_proxy,teacher_Mises_legacy_alias,YES_PATH,odb_path;teacher_U2;teacher_PEEQ;teacher_SurfaceT;teacher_gradient;teacher_Mises,NO,"contains legacy/proxy/diagnostic stress definitions such as surface_tensile_primary, teacher_SurfaceT, mises_P95_top_band, or Mises_P99 diagnostic; not native max-stress compatible"
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\GNN_RL_vs_stage1_full32_baseline_audit_v01\stage1_full32_baseline10_teacher_metric_table_v01.csv,,10,,,,,,,,,see_surface_and_mises_semantics,candidate_source_file,legacy_surface_tensile_primary_or_teacher_SurfaceT_proxy,teacher_Mises_legacy_alias,YES_PATH,folder_path;odb_path;sta_path;inp_path;teacher_U2;teacher_PEEQ;teacher_SurfaceT;teacher_gradient;teacher_Mises,NO,"contains legacy/proxy/diagnostic stress definitions such as surface_tensile_primary, teacher_SurfaceT, mises_P95_top_band, or Mises_P99 diagnostic; not native max-stress compatible"
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\RLU2_medium40_focused_ODB_teacher_validation_v01\RLU2_medium40_focused_teacher_metrics_v01.csv,,40,,,,,,,,,see_surface_and_mises_semantics,candidate_source_file,stress_related_diagnostic_columns,mises_P99_diagnostic_proxy,YES_CONTENT,odb_path;sta_path;msg_path;dat_path;log_path;final_final_NT11_P95;final_final_PEEQ_avg_P95;final_final_U_mag_P95;final_final_S11_abs_P95;final_final_S11_abs_P99;final_final_S22_abs_P95;final_final_S22_abs_P99;final_final_S33_abs_P99_diagnostic;final_final_Mises_P99_diagnostic;masked_xge4_final_NT11_P95;masked_xge4_final_PEEQ_avg_P95;masked_xge4_final_U_mag_P95;masked_xge4_final_S11_abs_P95;masked_xge4_final_S11_abs_P99;masked_xge4_final_S22_abs_P95;masked_xge4_final_S22_abs_P99;masked_xge4_final_S33_abs_P99_diagnostic;masked_xge4_final_Mises_P99_diagnostic;masked_xge6_final_NT11_P95;masked_xge6_final_PEEQ_avg_P95;masked_xge6_final_U_mag_P95;masked_xge6_final_S11_abs_P95;masked_xge6_final_S11_abs_P99;masked_xge6_final_S22_abs_P95;masked_xge6_final_S22_abs_P99;masked_xge6_final_S33_abs_P99_diagnostic;masked_xge6_final_Mises_P99_diagnostic;masked_xge4_final_PEEQ_P95;masked_xge4_optional_final_S11_abs_P95;masked_xge4_optional_final_S11_abs_P99;masked_xge4_optional_final_S22_abs_P95;masked_xge4_optional_final_S22_abs_P99;masked_xge4_diagnostic_final_Mises_P99;masked_xge4_diagnostic_final_S33_P99,NO,"contains legacy/proxy/diagnostic stress definitions such as surface_tensile_primary, teacher_SurfaceT, mises_P95_top_band, or Mises_P99 diagnostic; not native max-stress compatible"
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\RLU2_medium40_focused_ODB_teacher_validation_v01\RLU2_medium40_focused_teacher_labels_v01.csv,,40,,,,,,,,,see_surface_and_mises_semantics,candidate_source_file,stress_related_diagnostic_columns,mises_P99_diagnostic_proxy,YES_CONTENT,odb_path;teacher_U2_primary_score;teacher_PEEQ_primary_score_if_available;stress_S22_diagnostic_if_available;masked_xge4_final_PEEQ_avg_P95;masked_xge4_final_U_mag_P95;masked_xge4_final_S11_abs_P95;masked_xge4_final_S11_abs_P99;masked_xge4_final_S22_abs_P95;masked_xge4_final_S22_abs_P99;masked_xge4_final_Mises_P99_diagnostic;masked_xge4_final_S33_abs_P99_diagnostic;diagnostic_S11_rank,NO,"contains legacy/proxy/diagnostic stress definitions such as surface_tensile_primary, teacher_SurfaceT, mises_P95_top_band, or Mises_P99 diagnostic; not native max-stress compatible"
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\UST_probe10_ODB_teacher_validation_v01\UST_probe10_teacher_metrics_v01.csv,,10,,,,,,,,,see_surface_and_mises_semantics,candidate_source_file,legacy_surface_tensile_primary_or_teacher_SurfaceT_proxy,mises_P95_top_band_proxy,YES_CONTENT,odb_path;surface_tensile_strength;surface_tensile_area;surface_tensile_primary;gradient_primary;gradient_S11;gradient_S22;gradient_p1;mises_P95_top_band;mises_top5_scan_region;internal_tensile_core;has_surface_tensile_label;has_gradient_label;has_Mises_label;recommended_for_surface_surrogate;recommended_for_gradient_surrogate;expected_cae_path;expected_inp_path;expected_jnl_path;not_surfaceT_teacher_validated;source_parent;predicted_surface_tensile_primary;predicted_surface_tensile_rank_in_archive;teacher_surface_tensile_primary;teacher_surface_tensile_strength;teacher_surface_tensile_area;teacher_gradient_primary;teacher_PEEQ;teacher_mises_P95_top_band;teacher_internal_tensile_core;teacher_U2_pass_RLU2_A01_plus25;teacher_PEEQ_pass_canonical_P85;teacher_combined_U2_PEEQ_pass;proxy_U2_safety_flag;proxy_PEEQ_safety_flag,NO,"contains legacy/proxy/diagnostic stress definitions such as surface_tensile_primary, teacher_SurfaceT, mises_P95_top_band, or Mises_P99 diagnostic; not native max-stress compatible"
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\post-odb\teacher_module_v01\outputs\teacher_labels\full48_teacher_labels_with_orders.json,,NA,,,,,,,,,text_metadata,candidate_source_file,stress_related_diagnostic_columns,mises_max_column_present_but_definition_must_be_checked,YES_TEXT,TEXT_FILE,UNCERTAIN,text source indicates legacy/proxy caveat or lacks explicit unit+definition equivalence
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\post-odb\teacher_module_v01\outputs\teacher_labels\full48_teacher_labels.json,,NA,,,,,,,,,text_metadata,candidate_source_file,stress_related_diagnostic_columns,mises_max_column_present_but_definition_must_be_checked,YES_TEXT,TEXT_FILE,UNCERTAIN,text source indicates legacy/proxy caveat or lacks explicit unit+definition equivalence
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\post-odb\teacher_module_v01\outputs\teacher_labels\full20_teacher_labels.json,,NA,,,,,,,,,text_metadata,candidate_source_file,stress_related_diagnostic_columns,mises_max_column_present_but_definition_must_be_checked,YES_TEXT,TEXT_FILE,NO,text source indicates legacy/proxy caveat or lacks explicit unit+definition equivalence
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\post-odb\method_c_extra20_teacher_eval_v01\outputs\teacher_labels\method_c_extra20_teacher_labels.json,,NA,,,,,,,,,text_metadata,candidate_source_file,stress_related_diagnostic_columns,mises_max_column_present_but_definition_must_be_checked,YES_TEXT,TEXT_FILE,UNCERTAIN,text source indicates legacy/proxy caveat or lacks explicit unit+definition equivalence
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\post-odb\method_c_extra20_teacher_eval_v01\outputs\combined_full20_extra20\combined_full40_teacher_ranking.json,,NA,,,,,,,,,text_metadata,candidate_source_file,stress_related_diagnostic_columns,mises_max_column_present_but_definition_must_be_checked,YES_TEXT,TEXT_FILE,NO,text source indicates legacy/proxy caveat or lacks explicit unit+definition equivalence
