n,objective,rank,value,lower_is_better,strategy_name,handoff_strategy_name,dataset_source,order_hash,order_compact,order_json,teacher_validation_status,completion_status,odb_extraction_status,solver_audit_status,job_name,source_run
16,SurfaceT,10,580917440.0,True,S3R74FSD_N16_B09_n16_u2_safe,S3R74FSD_N16_B09_n16_u2_safe,run76_final_smallN_diagnostic_batch32,540180bfecc4992f,8-6-10-12-14-4-2-0-1-3-7-5-9-11-13-15,"[8,6,10,12,14,4,2,0,1,3,7,5,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R74FSD_N16_B09_n16_u2_safe,Run76
16,Mises,1,579946752.0,True,N16_A07_regular_jump_coprime,,probe60_run08,,,"[0,5,10,15,4,9,14,3,8,13,2,7,12,1,6,11]",PASS_ODB_EXTRACTED,,,,J2D_N16_N16_A07_regular_jump_coprime,Run08
16,Mises,2,579946816.0,True,N16_A05_center_out,,probe60_run08,,,"[7,8,6,9,5,10,4,11,3,12,2,13,1,14,0,15]",PASS_ODB_EXTRACTED,,,,J2D_N16_N16_A05_center_out,Run08
16,Mises,3,579946816.0,True,N16_A12_graph_pointer_policy_diverse_02,,probe60_run08,,,"[9,5,10,4,11,3,12,2,13,1,14,0,15,7,8,6]",PASS_ODB_EXTRACTED,,,,J2D_N16_N16_A12_graph_pointer_policy_diverse_02,Run08
16,Mises,4,579946944.0,True,N16_A09_center_edge_alternating,,probe60_run08,,,"[7,0,8,15,6,1,9,14,5,2,10,13,4,3,11,12]",PASS_ODB_EXTRACTED,,,,J2D_N16_N16_A09_center_edge_alternating,Run08
16,Mises,5,579946944.0,True,N16_A11_graph_pointer_policy_diverse_01,,probe60_run08,,,"[0,5,15,10,1,14,4,2,9,13,3,12,8,11,7,6]",PASS_ODB_EXTRACTED,,,,J2D_N16_N16_A11_graph_pointer_policy_diverse_01,Run08
16,Mises,6,579947136.0,True,S3R24L64_N16_B06_tradeoff_probe,S3R24L64_N16_B06_tradeoff_probe,shortlist64_run27,f57a092a90bfb679,12-13-4-11-2-9-14-5-10-1-8-7-6-15-0-3,"[12,13,4,11,2,9,14,5,10,1,8,7,6,15,0,3]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,,J2D_S3R24L64_N16_B06_tradeoff_probe,Run27
16,Mises,7,579947136.0,True,S3R34N32INF_N16_B02_surrogate_top,S3R34N32INF_N16_B02_surrogate_top,run36_N32_informed_native_batch32,27bbe1cb2bd94d9b,12-4-6-10-14-0-2-8-5-13-15-3-7-1-11-9,"[12,4,6,10,14,0,2,8,5,13,15,3,7,1,11,9]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R34N32INF_N16_B02_surrogate_top,Run36
16,Mises,8,579947200.0,True,S3B20_N16_B02_diversity_top,S3B20_N16_B02_diversity_top,batch20_run14,,,"[1,9,11,13,15,0,2,4,6,8,10,12,14,7,5,3]",PASS_TEACHER_FIELDS_EXTRACTED,,,,J2D_S3B20_N16_B02_diversity_top,Run14
16,Mises,9,579947264.0,True,S3R34N32INF_N16_B03_hybrid_agree,S3R34N32INF_N16_B03_hybrid_agree,run36_N32_informed_native_batch32,5db176c134fa0c3a,2-6-14-10-0-12-8-4-1-7-3-9-15-5-11-13,"[2,6,14,10,0,12,8,4,1,7,3,9,15,5,11,13]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R34N32INF_N16_B03_hybrid_agree,Run36
16,Mises,10,579947264.0,True,N16_A14_graph_pointer_policy_u2first_proxy,,probe60_run08,,,"[0,7,2,8,4,6,9,5,10,12,14,11,1,3,13,15]",PASS_ODB_EXTRACTED,,,,J2D_N16_N16_A14_graph_pointer_policy_u2first_proxy,Run08
16,u2_primary,1,0.9233766233766234,False,S3R74FSD_N16_B01_n16_penalty,S3R74FSD_N16_B01_n16_penalty,run76_final_smallN_diagnostic_batch32,5e0129a21f85cd34,14-6-10-12-8-4-2-0-1-3-5-7-9-11-13-15,"[14,6,10,12,8,4,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R74FSD_N16_B01_n16_penalty,Run76
16,u2_primary,2,0.918831168831169,False,S3R74FSD_N16_B13_n16_run71_local,S3R74FSD_N16_B13_n16_run71_local,run76_final_smallN_diagnostic_batch32,cb0a72a06b7d08c9,14-12-8-4-6-10-2-0-1-3-5-7-9-11-13-15,"[14,12,8,4,6,10,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R74FSD_N16_B13_n16_run71_local,Run76
16,u2_primary,3,0.8993506493506493,False,S3R74FSD_N16_B03_n16_reward_bal,S3R74FSD_N16_B03_n16_reward_bal,run76_final_smallN_diagnostic_batch32,543b47f89dc534e4,14-12-10-8-6-4-2-0-1-3-5-7-9-11-13-15,"[14,12,10,8,6,4,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R74FSD_N16_B03_n16_reward_bal,Run76
16,u2_primary,4,0.864935064935065,False,S3R69SNR_N16_B02_n16_run66_local,S3R69SNR_N16_B02_n16_run66_local,run71_smallN_recovery_focused_batch40,cb223dd51a1ad19f,14-6-4-8-12-10-2-0-1-3-5-7-9-11-13-15,"[14,6,4,8,12,10,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N16_B02_n16_run66_local,Run71
16,u2_primary,5,0.8373376623376624,False,S3R74FSD_N16_B06_n16_final_top,S3R74FSD_N16_B06_n16_final_top,run76_final_smallN_diagnostic_batch32,b459805c4b47a188,14-6-4-8-10-12-2-0-1-3-5-7-9-11-13-15,"[14,6,4,8,10,12,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R74FSD_N16_B06_n16_final_top,Run76
16,u2_primary,6,0.8256493506493507,False,S3R64VNR_N16_B12_n16_uncertainty,S3R64VNR_N16_B12_n16_uncertainty,run66_variable_N_recovery_anchor_batch48,cce57c2f3625e437,8-6-4-14-12-10-2-0-1-3-5-7-9-11-13-15,"[8,6,4,14,12,10,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R64VNR_N16_B12_n16_uncertainty,Run66
16,u2_primary,7,0.8185064935064935,False,S3R69SNR_N16_B03_n16_run66_local,S3R69SNR_N16_B03_n16_run66_local,run71_smallN_recovery_focused_batch40,3875686765b6f898,14-4-6-8-12-10-2-0-1-3-5-7-9-11-13-15,"[14,4,6,8,12,10,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N16_B03_n16_run66_local,Run71
16,u2_primary,8,0.7922077922077921,False,S3R69SNR_N16_B04_n16_diversity,S3R69SNR_N16_B04_n16_diversity,run71_smallN_recovery_focused_batch40,5aea454c9e63e54c,8-6-4-14-12-10-2-0-1-3-5-7-9-11-15-13,"[8,6,4,14,12,10,2,0,1,3,5,7,9,11,15,13]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N16_B04_n16_diversity,Run71
16,u2_primary,9,0.7785714285714286,False,S3R69SNR_N16_B09_n16_recovery_top,S3R69SNR_N16_B09_n16_recovery_top,run71_smallN_recovery_focused_batch40,fddaa8419eb1b748,8-6-4-14-12-10-2-0-1-3-7-5-9-11-13-15,"[8,6,4,14,12,10,2,0,1,3,7,5,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N16_B09_n16_recovery_top,Run71
16,u2_primary,10,0.7772727272727274,False,S3R69SNR_N16_B15_n16_u2_safe,S3R69SNR_N16_B15_n16_u2_safe,run71_smallN_recovery_focused_batch40,e65f19f9bc0a9b62,8-6-4-2-12-14-10-0-1-3-5-7-9-11-13-15,"[8,6,4,2,12,14,10,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N16_B15_n16_u2_safe,Run71
16,constrained_reward,1,0.8805194805194806,False,S3R74FSD_N16_B01_n16_penalty,S3R74FSD_N16_B01_n16_penalty,run76_final_smallN_diagnostic_batch32,5e0129a21f85cd34,14-6-10-12-8-4-2-0-1-3-5-7-9-11-13-15,"[14,6,10,12,8,4,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R74FSD_N16_B01_n16_penalty,Run76
16,constrained_reward,2,0.862987012987013,False,S3R74FSD_N16_B13_n16_run71_local,S3R74FSD_N16_B13_n16_run71_local,run76_final_smallN_diagnostic_batch32,cb0a72a06b7d08c9,14-12-8-4-6-10-2-0-1-3-5-7-9-11-13-15,"[14,12,8,4,6,10,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R74FSD_N16_B13_n16_run71_local,Run76
16,constrained_reward,3,0.8487012987012987,False,S3R69SNR_N16_B02_n16_run66_local,S3R69SNR_N16_B02_n16_run66_local,run71_smallN_recovery_focused_batch40,cb223dd51a1ad19f,14-6-4-8-12-10-2-0-1-3-5-7-9-11-13-15,"[14,6,4,8,12,10,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N16_B02_n16_run66_local,Run71
16,constrained_reward,4,0.8448051948051948,False,S3R74FSD_N16_B03_n16_reward_bal,S3R74FSD_N16_B03_n16_reward_bal,run76_final_smallN_diagnostic_batch32,543b47f89dc534e4,14-12-10-8-6-4-2-0-1-3-5-7-9-11-13-15,"[14,12,10,8,6,4,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R74FSD_N16_B03_n16_reward_bal,Run76
16,constrained_reward,5,0.812987012987013,False,S3R64VNR_N16_B12_n16_uncertainty,S3R64VNR_N16_B12_n16_uncertainty,run66_variable_N_recovery_anchor_batch48,cce57c2f3625e437,8-6-4-14-12-10-2-0-1-3-5-7-9-11-13-15,"[8,6,4,14,12,10,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R64VNR_N16_B12_n16_uncertainty,Run66
16,constrained_reward,6,0.8129870129870129,False,S3R74FSD_N16_B06_n16_final_top,S3R74FSD_N16_B06_n16_final_top,run76_final_smallN_diagnostic_batch32,b459805c4b47a188,14-6-4-8-10-12-2-0-1-3-5-7-9-11-13-15,"[14,6,4,8,10,12,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R74FSD_N16_B06_n16_final_top,Run76
16,constrained_reward,7,0.785064935064935,False,S3R69SNR_N16_B03_n16_run66_local,S3R69SNR_N16_B03_n16_run66_local,run71_smallN_recovery_focused_batch40,3875686765b6f898,14-4-6-8-12-10-2-0-1-3-5-7-9-11-13-15,"[14,4,6,8,12,10,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N16_B03_n16_run66_local,Run71
16,constrained_reward,8,0.7681818181818181,False,S3R69SNR_N16_B05_n16_penalty,S3R69SNR_N16_B05_n16_penalty,run71_smallN_recovery_focused_batch40,cc4d67e1e5ec43e9,8-10-6-14-12-4-2-0-1-3-5-7-9-11-13-15,"[8,10,6,14,12,4,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N16_B05_n16_penalty,Run71
16,constrained_reward,9,0.7545454545454545,False,S3R69SNR_N16_B16_n16_uncertainty,S3R69SNR_N16_B16_n16_uncertainty,run71_smallN_recovery_focused_batch40,cac603eae21fc23f,8-6-4-12-14-10-2-0-1-3-5-7-9-11-13-15,"[8,6,4,12,14,10,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N16_B16_n16_uncertainty,Run71
16,constrained_reward,10,0.7422077922077921,False,S3R69SNR_N16_B08_n16_reward_bal,S3R69SNR_N16_B08_n16_reward_bal,run71_smallN_recovery_focused_batch40,9f2affc6293807d3,8-6-14-10-12-4-2-0-1-3-5-7-9-11-13-15,"[8,6,14,10,12,4,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N16_B08_n16_reward_bal,Run71
16,strict_penalty_guard,1,0.8818181818181817,False,S3R74FSD_N16_B01_n16_penalty,S3R74FSD_N16_B01_n16_penalty,run76_final_smallN_diagnostic_batch32,5e0129a21f85cd34,14-6-10-12-8-4-2-0-1-3-5-7-9-11-13-15,"[14,6,10,12,8,4,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R74FSD_N16_B01_n16_penalty,Run76
16,strict_penalty_guard,2,0.8532467532467533,False,S3R74FSD_N16_B13_n16_run71_local,S3R74FSD_N16_B13_n16_run71_local,run76_final_smallN_diagnostic_batch32,cb0a72a06b7d08c9,14-12-8-4-6-10-2-0-1-3-5-7-9-11-13-15,"[14,12,8,4,6,10,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R74FSD_N16_B13_n16_run71_local,Run76
16,strict_penalty_guard,3,0.8415584415584416,False,S3R69SNR_N16_B02_n16_run66_local,S3R69SNR_N16_B02_n16_run66_local,run71_smallN_recovery_focused_batch40,cb223dd51a1ad19f,14-6-4-8-12-10-2-0-1-3-5-7-9-11-13-15,"[14,6,4,8,12,10,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N16_B02_n16_run66_local,Run71
16,strict_penalty_guard,4,0.8389610389610389,False,S3R74FSD_N16_B03_n16_reward_bal,S3R74FSD_N16_B03_n16_reward_bal,run76_final_smallN_diagnostic_batch32,543b47f89dc534e4,14-12-10-8-6-4-2-0-1-3-5-7-9-11-13-15,"[14,12,10,8,6,4,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R74FSD_N16_B03_n16_reward_bal,Run76
16,strict_penalty_guard,5,0.8032467532467533,False,S3R64VNR_N16_B12_n16_uncertainty,S3R64VNR_N16_B12_n16_uncertainty,run66_variable_N_recovery_anchor_batch48,cce57c2f3625e437,8-6-4-14-12-10-2-0-1-3-5-7-9-11-13-15,"[8,6,4,14,12,10,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R64VNR_N16_B12_n16_uncertainty,Run66
16,strict_penalty_guard,6,0.7987012987012987,False,S3R69SNR_N16_B05_n16_penalty,S3R69SNR_N16_B05_n16_penalty,run71_smallN_recovery_focused_batch40,cc4d67e1e5ec43e9,8-10-6-14-12-4-2-0-1-3-5-7-9-11-13-15,"[8,10,6,14,12,4,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N16_B05_n16_penalty,Run71
16,strict_penalty_guard,7,0.7941558441558441,False,S3R74FSD_N16_B06_n16_final_top,S3R74FSD_N16_B06_n16_final_top,run76_final_smallN_diagnostic_batch32,b459805c4b47a188,14-6-4-8-10-12-2-0-1-3-5-7-9-11-13-15,"[14,6,4,8,10,12,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R74FSD_N16_B06_n16_final_top,Run76
16,strict_penalty_guard,8,0.7701298701298701,False,S3R69SNR_N16_B16_n16_uncertainty,S3R69SNR_N16_B16_n16_uncertainty,run71_smallN_recovery_focused_batch40,cac603eae21fc23f,8-6-4-12-14-10-2-0-1-3-5-7-9-11-13-15,"[8,6,4,12,14,10,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N16_B16_n16_uncertainty,Run71
16,strict_penalty_guard,9,0.7577922077922079,False,S3R69SNR_N16_B03_n16_run66_local,S3R69SNR_N16_B03_n16_run66_local,run71_smallN_recovery_focused_batch40,3875686765b6f898,14-4-6-8-12-10-2-0-1-3-5-7-9-11-13-15,"[14,4,6,8,12,10,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N16_B03_n16_run66_local,Run71
16,strict_penalty_guard,10,0.7558441558441558,False,S3R69SNR_N16_B08_n16_reward_bal,S3R69SNR_N16_B08_n16_reward_bal,run71_smallN_recovery_focused_batch40,9f2affc6293807d3,8-6-14-10-12-4-2-0-1-3-5-7-9-11-13-15,"[8,6,14,10,12,4,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N16_B08_n16_reward_bal,Run71
16,penalty_repair,1,0.837012987012987,False,S3R74FSD_N16_B01_n16_penalty,S3R74FSD_N16_B01_n16_penalty,run76_final_smallN_diagnostic_batch32,5e0129a21f85cd34,14-6-10-12-8-4-2-0-1-3-5-7-9-11-13-15,"[14,6,10,12,8,4,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R74FSD_N16_B01_n16_penalty,Run76
16,penalty_repair,2,0.8292207792207792,False,S3R69SNR_N16_B02_n16_run66_local,S3R69SNR_N16_B02_n16_run66_local,run71_smallN_recovery_focused_batch40,cb223dd51a1ad19f,14-6-4-8-12-10-2-0-1-3-5-7-9-11-13-15,"[14,6,4,8,12,10,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N16_B02_n16_run66_local,Run71
16,penalty_repair,3,0.8168831168831169,False,S3R69SNR_N16_B05_n16_penalty,S3R69SNR_N16_B05_n16_penalty,run71_smallN_recovery_focused_batch40,cc4d67e1e5ec43e9,8-10-6-14-12-4-2-0-1-3-5-7-9-11-13-15,"[8,10,6,14,12,4,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N16_B05_n16_penalty,Run71
16,penalty_repair,4,0.8051948051948052,False,S3R74FSD_N16_B13_n16_run71_local,S3R74FSD_N16_B13_n16_run71_local,run76_final_smallN_diagnostic_batch32,cb0a72a06b7d08c9,14-12-8-4-6-10-2-0-1-3-5-7-9-11-13-15,"[14,12,8,4,6,10,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R74FSD_N16_B13_n16_run71_local,Run76
16,penalty_repair,5,0.7951298701298701,False,S3R64VNR_N16_B12_n16_uncertainty,S3R64VNR_N16_B12_n16_uncertainty,run66_variable_N_recovery_anchor_batch48,cce57c2f3625e437,8-6-4-14-12-10-2-0-1-3-5-7-9-11-13-15,"[8,6,4,14,12,10,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R64VNR_N16_B12_n16_uncertainty,Run66
16,penalty_repair,6,0.7915584415584416,False,S3R74FSD_N16_B03_n16_reward_bal,S3R74FSD_N16_B03_n16_reward_bal,run76_final_smallN_diagnostic_batch32,543b47f89dc534e4,14-12-10-8-6-4-2-0-1-3-5-7-9-11-13-15,"[14,12,10,8,6,4,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R74FSD_N16_B03_n16_reward_bal,Run76
16,penalty_repair,7,0.784090909090909,False,S3R74FSD_N16_B06_n16_final_top,S3R74FSD_N16_B06_n16_final_top,run76_final_smallN_diagnostic_batch32,b459805c4b47a188,14-6-4-8-10-12-2-0-1-3-5-7-9-11-13-15,"[14,6,4,8,10,12,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R74FSD_N16_B06_n16_final_top,Run76
16,penalty_repair,8,0.7707792207792207,False,S3R69SNR_N16_B08_n16_reward_bal,S3R69SNR_N16_B08_n16_reward_bal,run71_smallN_recovery_focused_batch40,9f2affc6293807d3,8-6-14-10-12-4-2-0-1-3-5-7-9-11-13-15,"[8,6,14,10,12,4,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N16_B08_n16_reward_bal,Run71
16,penalty_repair,9,0.7529220779220779,False,S3R74FSD_N16_B08_n16_final_top,S3R74FSD_N16_B08_n16_final_top,run76_final_smallN_diagnostic_batch32,52c626e38596eaa9,14-8-6-4-12-10-0-2-1-3-5-7-9-11-13-15,"[14,8,6,4,12,10,0,2,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R74FSD_N16_B08_n16_final_top,Run76
16,penalty_repair,10,0.7499999999999999,False,S3R69SNR_N16_B16_n16_uncertainty,S3R69SNR_N16_B16_n16_uncertainty,run71_smallN_recovery_focused_batch40,cac603eae21fc23f,8-6-4-12-14-10-2-0-1-3-5-7-9-11-13-15,"[8,6,4,12,14,10,2,0,1,3,5,7,9,11,13,15]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N16_B16_n16_uncertainty,Run71
